customer_id,age,gender,location,item_purchased,category,purchase_amount_usd,size,color,season,subscription_status,shipping_type,promo_code_used,discount_applied,payment_method,previous_purchases,review_rating,spend_tier,loyalty_score
CUST0980,31,Female,Illinois,Sunglasses,Accessories,48.73,XL,Blue,Winter,No,Store Pickup,Yes,Yes,Credit Card,23,3.9,Mid,Silver
CUST0981,43,Male,Florida,Jacket,Outerwear,85.13,S,Green,Spring,No,Store Pickup,No,Yes,Debit Card,3,4.0,High,Bronze
CUST0982,62,Male,Maryland,Hat,Accessories,41.65,S,Red,Summer,No,Standard,No,No,Debit Card,32,3.7,Low,Gold
CUST0983,44,Male,Michigan,Belt,Accessories,15.0,S,Black,Summer,Yes,Next Day Air,No,No,PayPal,44,4.5,Low,Platinum
CUST0984,26,Male,Arizona,Hat,Accessories,37.11,XS,Green,Fall,No,Free Shipping,Yes,Yes,Credit Card,12,3.8,Low,Bronze
CUST0985,43,Male,Florida,Sweater,Clothing,36.96,M,Pink,Summer,No,Free Shipping,No,Yes,Credit Card,24,4.7,Low,Silver
CUST0986,64,Male,Minnesota,T-shirt,Clothing,74.85,XS,Green,Winter,No,Standard,Yes,Yes,Bank Transfer,28,3.4,Mid,Silver
CUST0987,39,Female,Michigan,Hoodie,Clothing,38.65,XS,Brown,Spring,No,Express,Yes,Yes,PayPal,7,4.3,Low,Bronze
CUST0988,64,Male,Virginia,Sunglasses,Accessories,34.64,XS,Brown,Summer,No,Free Shipping,No,Yes,Cash,13,3.5,Low,Bronze
CUST0989,47,Male,Colorado,Gloves,Accessories,39.7,S,White,Fall,Yes,Free Shipping,No,No,Venmo,48,2.5,Low,Platinum
CUST0990,60,Male,Washington,Shorts,Clothing,29.32,XXL,Red,Summer,Yes,Free Shipping,No,No,Bank Transfer,35,3.1,Low,Platinum
CUST0991,65,Female,Colorado,Boots,Footwear,62.28,M,Black,Fall,Yes,Express,No,No,Credit Card,39,3.9,Mid,Platinum
CUST0992,34,Male,Wisconsin,Sunglasses,Accessories,43.05,XXL,Green,Spring,No,Store Pickup,No,No,Credit Card,18,5.0,Low,Silver
CUST0993,43,Female,Colorado,Hat,Accessories,15.0,XXL,Green,Spring,Yes,Express,Yes,Yes,Credit Card,43,3.5,Low,Platinum
CUST0994,53,Male,Tennessee,Sunglasses,Accessories,36.99,XS,Red,Spring,No,Standard,Yes,Yes,Cash,22,3.7,Low,Silver
CUST0995,18,Female,New York,Sandals,Footwear,55.18,M,Pink,Winter,Yes,2-Day Shipping,No,No,PayPal,36,4.1,Mid,Platinum
CUST0996,25,Male,Minnesota,Jeans,Clothing,67.35,XXL,Brown,Fall,No,Express,No,No,Cash App,1,3.4,Mid,Bronze
CUST0997,66,Female,Colorado,T-shirt,Clothing,54.24,L,Gray,Winter,Yes,Next Day Air,No,No,Cash,41,3.5,Mid,Platinum
CUST0998,52,Male,Washington,Coat,Outerwear,66.76,XS,Pink,Summer,No,Express,No,No,Bank Transfer,23,4.2,Mid,Silver
CUST0999,69,Female,Michigan,Sandals,Footwear,64.01,XS,Blue,Fall,Yes,2-Day Shipping,No,No,Debit Card,22,3.5,Mid,Silver
CUST1000,32,Male,Wisconsin,Scarf,Accessories,45.69,XS,White,Fall,No,Express,No,No,Credit Card,8,2.6,Mid,Bronze
CUST1001,64,Male,California,Sneakers,Footwear,62.35,L,Red,Winter,No,Standard,No,Yes,Credit Card,22,3.3,Mid,Silver
CUST1002,39,Male,Minnesota,Leggings,Clothing,53.49,L,Beige,Fall,No,Standard,Yes,Yes,PayPal,19,4.2,Mid,Silver
CUST1003,31,Male,Missouri,Hoodie,Clothing,51.52,S,Pink,Fall,Yes,Express,No,No,Venmo,15,4.3,Mid,Silver
CUST1004,43,Female,North Carolina,Blouse,Clothing,53.15,XL,Green,Spring,Yes,Express,No,No,Bank Transfer,26,4.7,Mid,Gold
CUST1005,45,Male,Illinois,Sandals,Footwear,74.27,M,Black,Fall,No,Standard,No,Yes,Credit Card,20,4.7,Mid,Silver
CUST1006,40,Male,Missouri,Leggings,Clothing,44.42,XL,Blue,Summer,Yes,Free Shipping,Yes,Yes,Credit Card,41,3.2,Low,Platinum
CUST1007,31,Male,Pennsylvania,Hat,Accessories,38.72,XS,Beige,Winter,Yes,Free Shipping,No,No,PayPal,29,3.3,Low,Gold
CUST1008,41,Male,New York,Wallet,Accessories,22.01,XXL,Brown,Summer,No,Standard,Yes,Yes,PayPal,16,3.3,Low,Silver
CUST1009,19,Female,New York,Hoodie,Clothing,62.61,XS,Blue,Summer,Yes,Next Day Air,Yes,Yes,Credit Card,26,3.7,Mid,Gold
CUST1010,62,Female,Michigan,Jacket,Outerwear,120.55,XXL,Black,Summer,Yes,Next Day Air,No,No,Credit Card,48,3.9,High,Platinum
CUST1011,43,Female,California,Wallet,Accessories,31.04,S,Red,Summer,No,Free Shipping,Yes,No,Venmo,19,3.7,Low,Silver
CUST1012,31,Male,Maryland,T-shirt,Clothing,43.32,XL,Beige,Spring,No,Free Shipping,No,No,Venmo,12,3.2,Low,Bronze
CUST1013,68,Male,Michigan,T-shirt,Clothing,61.68,XS,Brown,Winter,Yes,Free Shipping,No,No,Debit Card,23,4.3,Mid,Silver
CUST1014,24,Female,Wisconsin,Leggings,Clothing,63.86,XL,Green,Fall,No,Free Shipping,Yes,Yes,Venmo,7,3.1,Mid,Bronze
CUST1015,20,Male,Tennessee,T-shirt,Clothing,51.64,S,Gray,Winter,No,Free Shipping,No,No,Credit Card,32,3.1,Mid,Gold
CUST1016,64,Male,Illinois,Jacket,Outerwear,81.79,XL,Black,Winter,No,Express,Yes,Yes,Bank Transfer,16,4.7,High,Silver
CUST1017,40,Male,Texas,Jeans,Clothing,66.82,XXL,Brown,Summer,Yes,2-Day Shipping,No,No,Credit Card,31,4.3,Mid,Gold
CUST1018,63,Male,North Carolina,Hat,Accessories,48.42,M,Green,Fall,No,Standard,Yes,Yes,Credit Card,16,3.6,Mid,Silver
CUST1019,60,Male,North Carolina,Wallet,Accessories,35.9,S,Brown,Spring,No,Standard,Yes,Yes,Credit Card,12,4.4,Low,Bronze
CUST1020,64,Female,Illinois,T-shirt,Clothing,40.83,XL,Green,Winter,No,Express,No,Yes,Credit Card,17,4.4,Low,Silver
CUST1021,62,Male,Tennessee,Gloves,Accessories,35.7,XS,Green,Summer,Yes,2-Day Shipping,No,No,PayPal,35,5.0,Low,Platinum
CUST1022,35,Male,Indiana,Hoodie,Clothing,23.23,L,Blue,Summer,Yes,2-Day Shipping,No,No,Venmo,35,4.3,Low,Platinum
CUST1023,55,Male,Indiana,Backpack,Accessories,43.89,L,Green,Summer,No,Free Shipping,Yes,No,Debit Card,7,5.0,Low,Bronze
CUST1024,52,Male,Colorado,Wallet,Accessories,46.82,S,Navy,Summer,Yes,Free Shipping,Yes,No,Bank Transfer,43,3.8,Mid,Platinum
CUST1025,68,Male,Tennessee,Scarf,Accessories,37.76,L,Navy,Summer,No,Free Shipping,No,No,Credit Card,13,4.8,Low,Bronze
CUST1026,32,Female,North Carolina,Hat,Accessories,23.48,M,White,Summer,No,Standard,No,No,PayPal,12,4.8,Low,Bronze
CUST1027,42,Female,Indiana,Jacket,Outerwear,98.92,S,Black,Winter,No,Express,Yes,No,Debit Card,12,4.2,High,Bronze
CUST1028,54,Male,Indiana,Hoodie,Clothing,58.95,XS,White,Winter,Yes,Free Shipping,Yes,No,Debit Card,24,3.3,Mid,Gold
CUST1029,45,Female,Maryland,Sunglasses,Accessories,26.08,XS,Brown,Summer,Yes,Next Day Air,Yes,No,Credit Card,37,3.4,Low,Platinum
CUST1030,27,Female,Pennsylvania,Coat,Outerwear,96.21,S,Blue,Summer,No,Standard,Yes,Yes,Cash App,25,4.6,High,Silver
CUST1031,56,Female,Texas,Wallet,Accessories,44.79,L,Navy,Winter,No,Store Pickup,No,No,Credit Card,12,3.0,Low,Bronze
CUST1032,34,Female,Texas,Boots,Footwear,53.71,L,Red,Spring,No,Free Shipping,Yes,Yes,Credit Card,3,3.5,Mid,Bronze
CUST1033,56,Male,Arizona,Belt,Accessories,31.81,XS,Pink,Winter,No,Free Shipping,Yes,No,Debit Card,9,4.6,Low,Bronze
CUST1034,39,Male,California,Coat,Outerwear,78.6,M,Pink,Spring,No,Standard,Yes,Yes,Credit Card,14,4.6,High,Bronze
CUST1035,43,Male,Missouri,Hat,Accessories,28.6,XXL,Navy,Fall,No,Free Shipping,No,No,PayPal,8,2.2,Low,Bronze
CUST1036,61,Male,Pennsylvania,Sunglasses,Accessories,43.37,L,White,Fall,Yes,Next Day Air,Yes,Yes,Debit Card,29,2.9,Low,Gold
CUST1037,42,Female,Florida,Sweater,Clothing,58.45,M,Green,Fall,No,Free Shipping,No,Yes,Credit Card,13,5.0,Mid,Bronze
CUST1038,34,Male,North Carolina,Sneakers,Footwear,80.02,L,Gray,Winter,No,Express,No,No,Venmo,17,4.8,High,Silver
CUST1039,30,Female,Arizona,Belt,Accessories,36.82,XXL,Black,Spring,Yes,Free Shipping,Yes,Yes,Debit Card,20,3.4,Low,Silver
CUST1040,37,Female,Illinois,Backpack,Accessories,39.7,S,Black,Summer,No,Free Shipping,No,Yes,Credit Card,22,2.8,Low,Silver
CUST1041,42,Female,Florida,Wallet,Accessories,37.03,XL,Beige,Fall,Yes,Next Day Air,No,No,Debit Card,50,2.9,Low,Platinum
CUST1042,21,Female,Illinois,Blouse,Clothing,39.01,XS,Green,Winter,No,Store Pickup,Yes,Yes,PayPal,29,4.2,Low,Silver
CUST1043,27,Male,Missouri,Leggings,Clothing,37.59,S,Red,Spring,Yes,Free Shipping,Yes,No,Cash App,29,5.0,Low,Gold
CUST1044,20,Male,Missouri,Coat,Outerwear,110.64,L,Black,Winter,Yes,2-Day Shipping,Yes,Yes,Cash App,41,5.0,High,Platinum
CUST1045,58,Male,Georgia,Gloves,Accessories,42.61,XXL,Blue,Summer,No,Standard,No,No,Credit Card,22,2.7,Low,Silver
CUST1046,62,Male,Minnesota,Jeans,Clothing,47.64,XS,Red,Spring,No,Standard,No,No,Debit Card,17,3.6,Mid,Silver
CUST1047,35,Male,Indiana,Backpack,Accessories,18.47,XL,Green,Fall,Yes,Next Day Air,Yes,Yes,Bank Transfer,36,3.2,Low,Platinum
CUST1048,64,Male,Virginia,Sneakers,Footwear,60.75,XL,Pink,Spring,Yes,Free Shipping,No,No,Credit Card,41,3.9,Mid,Platinum
CUST1049,53,Female,Texas,Hat,Accessories,24.29,XXL,Green,Fall,No,Free Shipping,No,No,Credit Card,25,2.9,Low,Silver
CUST1050,64,Male,Maryland,Sweater,Clothing,27.65,XXL,Pink,Spring,Yes,Express,Yes,Yes,Credit Card,26,3.4,Low,Gold
CUST1051,39,Male,Virginia,Scarf,Accessories,21.24,L,Navy,Summer,Yes,Free Shipping,No,No,Credit Card,42,3.2,Low,Platinum
CUST1052,51,Male,Washington,Boots,Footwear,59.73,XS,Blue,Fall,Yes,Free Shipping,Yes,No,Credit Card,50,4.2,Mid,Platinum
CUST1053,64,Male,Indiana,Leggings,Clothing,61.75,L,Brown,Fall,Yes,Free Shipping,No,No,Credit Card,43,3.4,Mid,Platinum
CUST1054,25,Male,Arizona,Sneakers,Footwear,62.72,XL,Gray,Summer,No,Express,Yes,Yes,PayPal,30,3.5,Mid,Gold
CUST1055,57,Female,Michigan,Blouse,Clothing,33.68,S,Pink,Summer,No,Express,No,No,Credit Card,1,4.2,Low,Bronze
CUST1056,66,Male,Michigan,Shorts,Clothing,38.03,S,Pink,Summer,Yes,Free Shipping,Yes,Yes,Debit Card,40,4.9,Low,Platinum
CUST1057,61,Female,Minnesota,Wallet,Accessories,40.98,M,Pink,Summer,No,Store Pickup,No,Yes,Cash,20,5.0,Low,Silver
CUST1058,36,Male,Illinois,Wallet,Accessories,46.87,XL,Gray,Winter,Yes,Free Shipping,Yes,No,Bank Transfer,45,4.1,Mid,Platinum
CUST1059,59,Female,Missouri,Backpack,Accessories,40.1,XL,Pink,Winter,No,Express,No,No,Credit Card,8,3.7,Low,Bronze
CUST1060,58,Male,Colorado,Hat,Accessories,19.48,L,Beige,Spring,No,Store Pickup,Yes,Yes,Bank Transfer,13,4.7,Low,Bronze
CUST1061,54,Male,Arizona,Coat,Outerwear,75.8,M,Brown,Spring,Yes,Next Day Air,Yes,Yes,PayPal,44,4.9,High,Platinum
CUST1062,23,Male,New York,Jeans,Clothing,78.07,XXL,Brown,Winter,No,Standard,Yes,Yes,Debit Card,9,4.4,High,Bronze
CUST1063,69,Female,Wisconsin,Belt,Accessories,25.72,M,Black,Fall,Yes,Express,Yes,Yes,PayPal,37,2.7,Low,Platinum
CUST1064,43,Male,Indiana,Sneakers,Footwear,73.5,XS,Black,Fall,Yes,Free Shipping,No,No,Debit Card,34,4.6,Mid,Gold
CUST1065,51,Male,Ohio,Shorts,Clothing,74.95,L,Beige,Winter,Yes,Express,No,No,Credit Card,33,4.1,Mid,Gold
CUST1066,62,Female,Georgia,T-shirt,Clothing,41.72,XXL,Beige,Summer,No,Free Shipping,No,No,Credit Card,22,3.2,Low,Silver
CUST1067,23,Female,Missouri,Leggings,Clothing,73.76,XXL,Pink,Fall,No,Standard,No,No,PayPal,9,3.3,Mid,Bronze
CUST1068,54,Male,Ohio,Blouse,Clothing,41.25,S,Blue,Winter,Yes,Free Shipping,Yes,No,Credit Card,27,4.2,Low,Gold
CUST1069,50,Female,Pennsylvania,Sunglasses,Accessories,16.55,XS,Navy,Fall,Yes,Free Shipping,Yes,Yes,Cash,33,2.0,Low,Gold
CUST1070,70,Male,Colorado,Shorts,Clothing,35.8,M,Beige,Spring,No,Standard,No,No,Credit Card,8,3.7,Low,Bronze
CUST1071,39,Male,North Carolina,Gloves,Accessories,24.16,S,Black,Spring,Yes,Next Day Air,No,No,Venmo,47,3.3,Low,Platinum
CUST1072,38,Male,Colorado,Shorts,Clothing,22.71,XL,Blue,Spring,Yes,Free Shipping,No,No,Debit Card,27,3.3,Low,Gold
CUST1073,23,Female,Arizona,Jacket,Outerwear,92.74,L,Gray,Fall,No,Free Shipping,No,No,PayPal,24,4.0,High,Silver
CUST1074,23,Female,Minnesota,Sandals,Footwear,71.89,M,Red,Summer,No,Standard,Yes,Yes,Credit Card,10,2.8,Mid,Bronze
CUST1075,65,Male,Indiana,T-shirt,Clothing,35.62,XL,Navy,Spring,Yes,Express,Yes,Yes,Credit Card,42,4.5,Low,Platinum
CUST1076,21,Male,Georgia,Belt,Accessories,33.99,XXL,Beige,Winter,Yes,Free Shipping,Yes,Yes,Venmo,18,2.3,Low,Silver
CUST1077,47,Male,Michigan,Scarf,Accessories,49.7,M,Brown,Spring,No,Free Shipping,No,No,Debit Card,29,3.9,Mid,Silver
CUST1078,28,Female,Arizona,Wallet,Accessories,24.27,S,Black,Spring,Yes,Free Shipping,Yes,Yes,Debit Card,46,3.2,Low,Platinum
CUST1079,47,Female,Arizona,Gloves,Accessories,42.43,XS,White,Summer,No,Express,No,No,Credit Card,13,5.0,Low,Bronze
CUST1080,48,Male,Tennessee,Backpack,Accessories,15.0,S,Black,Summer,No,Free Shipping,No,No,Credit Card,11,3.8,Low,Bronze
CUST1081,41,Female,Georgia,Sneakers,Footwear,48.41,L,Beige,Summer,No,Standard,No,No,Credit Card,21,2.3,Mid,Silver
CUST1082,26,Female,New York,Scarf,Accessories,35.94,L,Red,Winter,Yes,Express,No,No,PayPal,19,4.2,Low,Silver
CUST1083,20,Male,California,Sweater,Clothing,64.01,M,Pink,Winter,Yes,Free Shipping,Yes,Yes,Cash App,35,3.0,Mid,Platinum
CUST1084,68,Male,Wisconsin,Leggings,Clothing,34.05,S,Navy,Summer,Yes,Free Shipping,No,Yes,Credit Card,26,4.5,Low,Gold
CUST1085,48,Male,Washington,Blouse,Clothing,33.91,XS,Green,Summer,No,Standard,No,No,PayPal,15,4.2,Low,Silver
CUST1086,57,Male,Indiana,Shorts,Clothing,55.02,XXL,Green,Fall,No,Store Pickup,No,No,Credit Card,12,4.8,Mid,Bronze
CUST1087,54,Male,Minnesota,Gloves,Accessories,40.19,L,Green,Summer,Yes,Free Shipping,Yes,Yes,Credit Card,27,3.9,Low,Gold
CUST1088,53,Male,New York,Sweater,Clothing,30.32,XS,Green,Spring,No,Standard,Yes,No,Debit Card,31,4.4,Low,Gold
CUST1089,41,Female,Colorado,Scarf,Accessories,32.24,XL,Blue,Winter,No,Standard,Yes,Yes,PayPal,24,3.8,Low,Silver
CUST1090,48,Male,Florida,Sweater,Clothing,55.79,M,Gray,Spring,Yes,Next Day Air,Yes,Yes,Credit Card,20,3.4,Mid,Silver
CUST1091,23,Male,Indiana,Dress,Clothing,28.59,XS,Black,Spring,Yes,Free Shipping,No,No,Venmo,26,4.5,Low,Gold
CUST1092,19,Female,Michigan,Jacket,Outerwear,101.85,M,Navy,Fall,Yes,Express,No,No,PayPal,43,3.4,High,Platinum
CUST1093,37,Female,Georgia,Jacket,Outerwear,91.54,XL,Red,Fall,Yes,Next Day Air,No,Yes,PayPal,44,4.3,High,Platinum
CUST1094,45,Male,Arizona,Boots,Footwear,73.83,XS,Gray,Spring,No,Store Pickup,No,No,Venmo,6,3.4,Mid,Bronze
CUST1095,28,Male,Virginia,Sandals,Footwear,63.97,XS,White,Spring,No,Express,No,Yes,Cash App,23,4.4,Mid,Silver
CUST1096,21,Male,Pennsylvania,Sneakers,Footwear,70.57,XXL,White,Summer,Yes,Free Shipping,Yes,Yes,PayPal,37,3.1,Mid,Platinum
CUST1097,32,Male,Colorado,Sunglasses,Accessories,33.8,XL,Navy,Fall,Yes,Free Shipping,No,No,Debit Card,15,3.5,Low,Silver
CUST1098,23,Male,Maryland,Hoodie,Clothing,54.89,S,Black,Summer,No,Standard,No,No,Cash App,14,3.8,Mid,Bronze
CUST1099,66,Male,Illinois,Blouse,Clothing,54.58,XS,Navy,Summer,No,Standard,No,No,Credit Card,16,4.8,Mid,Silver
CUST1100,47,Female,Tennessee,Sneakers,Footwear,75.23,XXL,Pink,Fall,No,Express,No,Yes,Debit Card,18,3.4,High,Silver
CUST1101,55,Male,Missouri,Blouse,Clothing,46.11,XS,Pink,Winter,No,Express,No,Yes,Credit Card,7,3.5,Mid,Bronze
CUST1102,68,Male,Wisconsin,Jacket,Outerwear,86.95,XXL,Black,Summer,No,Standard,No,Yes,Bank Transfer,11,3.4,High,Bronze
CUST1103,19,Female,Washington,Belt,Accessories,15.0,L,Beige,Spring,Yes,Express,No,No,PayPal,28,3.1,Low,Gold
CUST1104,32,Male,Wisconsin,Wallet,Accessories,61.36,S,Black,Fall,No,Store Pickup,No,Yes,Bank Transfer,13,4.1,Mid,Bronze
CUST1105,28,Male,Georgia,Jeans,Clothing,44.5,XS,Red,Fall,No,Store Pickup,No,No,Venmo,13,3.8,Low,Bronze
CUST1106,25,Female,Wisconsin,Shorts,Clothing,38.73,XL,Beige,Spring,Yes,Express,No,No,PayPal,33,3.8,Low,Gold
CUST1107,43,Male,Pennsylvania,Backpack,Accessories,19.19,M,Black,Summer,No,Standard,Yes,Yes,PayPal,20,5.0,Low,Silver
CUST1108,68,Female,Ohio,Scarf,Accessories,41.32,XL,Beige,Spring,Yes,Free Shipping,Yes,Yes,Credit Card,50,2.6,Low,Platinum
CUST1109,62,Female,Georgia,Shorts,Clothing,49.1,S,Navy,Spring,No,Free Shipping,Yes,Yes,Credit Card,24,5.0,Mid,Silver
CUST1110,61,Female,Arizona,Gloves,Accessories,36.7,L,Green,Fall,No,Free Shipping,No,No,Credit Card,28,4.6,Low,Silver
CUST1111,22,Female,Washington,T-shirt,Clothing,16.98,L,Gray,Summer,No,Standard,Yes,Yes,PayPal,14,3.6,Low,Bronze
CUST1112,23,Male,Virginia,Backpack,Accessories,29.96,L,Green,Winter,No,Free Shipping,No,No,PayPal,9,4.1,Low,Bronze
CUST1113,43,Male,Michigan,Backpack,Accessories,45.77,XXL,Red,Fall,Yes,Express,No,No,Credit Card,43,3.3,Mid,Platinum
CUST1114,21,Male,Georgia,Scarf,Accessories,38.02,XL,Pink,Summer,No,Standard,No,No,Credit Card,17,4.0,Low,Silver
CUST1115,36,Male,Michigan,Wallet,Accessories,34.45,M,Red,Summer,Yes,Free Shipping,Yes,Yes,PayPal,42,5.0,Low,Platinum
CUST1116,37,Male,Virginia,Boots,Footwear,63.91,M,Pink,Fall,No,Free Shipping,No,No,Credit Card,10,3.3,Mid,Bronze
CUST1117,50,Male,California,Gloves,Accessories,15.0,XXL,Navy,Spring,Yes,Free Shipping,No,No,Credit Card,41,3.6,Low,Platinum
CUST1118,37,Female,California,Blouse,Clothing,61.07,XS,Navy,Winter,No,Free Shipping,No,No,Credit Card,16,3.3,Mid,Silver
CUST1119,66,Male,Illinois,Hoodie,Clothing,32.22,XXL,Beige,Winter,Yes,Free Shipping,No,No,Debit Card,30,3.4,Low,Gold
CUST1120,29,Male,Minnesota,Coat,Outerwear,78.3,M,Blue,Spring,Yes,2-Day Shipping,No,No,Credit Card,31,3.8,High,Gold
CUST1121,64,Male,Texas,Boots,Footwear,44.58,M,Pink,Spring,Yes,Free Shipping,Yes,Yes,Credit Card,39,3.0,Low,Platinum
CUST1122,18,Male,California,Wallet,Accessories,45.17,XS,Navy,Spring,No,Free Shipping,Yes,Yes,PayPal,24,3.6,Mid,Silver
CUST1123,43,Male,Indiana,Sneakers,Footwear,75.98,XL,Blue,Fall,Yes,Free Shipping,No,No,Credit Card,31,3.8,High,Gold
CUST1124,31,Male,Ohio,Blouse,Clothing,47.46,XL,White,Fall,Yes,Express,No,No,PayPal,38,3.5,Mid,Platinum
CUST1125,55,Male,Virginia,Hat,Accessories,46.79,S,White,Winter,Yes,Express,Yes,Yes,Credit Card,38,2.2,Mid,Platinum
CUST1126,54,Male,Illinois,Backpack,Accessories,22.35,XL,Beige,Fall,Yes,Free Shipping,No,Yes,PayPal,42,3.7,Low,Platinum
CUST1127,28,Female,Minnesota,Belt,Accessories,34.05,L,Red,Summer,Yes,2-Day Shipping,No,Yes,Cash App,44,3.8,Low,Platinum
CUST1128,53,Female,Maryland,Wallet,Accessories,27.59,L,Green,Fall,No,Express,Yes,Yes,Cash,32,5.0,Low,Gold
CUST1129,30,Male,Illinois,Dress,Clothing,64.05,S,White,Fall,Yes,Free Shipping,No,No,PayPal,30,3.8,Mid,Gold
CUST1130,60,Male,Texas,Jacket,Outerwear,102.24,M,Beige,Fall,No,Standard,No,No,Debit Card,29,5.0,High,Silver
CUST1131,20,Female,Indiana,Belt,Accessories,48.05,S,Brown,Fall,Yes,Free Shipping,No,No,Debit Card,36,3.5,Mid,Platinum
CUST1132,50,Female,North Carolina,Jacket,Outerwear,91.11,XS,Blue,Fall,Yes,Free Shipping,Yes,Yes,Credit Card,24,5.0,High,Gold
CUST1133,23,Male,Maryland,Sneakers,Footwear,77.94,S,Gray,Fall,No,Express,Yes,Yes,Venmo,12,3.1,High,Bronze
CUST1134,67,Female,Washington,Shorts,Clothing,38.35,S,Brown,Fall,Yes,Free Shipping,Yes,Yes,Credit Card,39,4.2,Low,Platinum
CUST1135,27,Male,Indiana,Sweater,Clothing,40.07,XXL,Gray,Fall,No,Standard,No,No,Venmo,23,4.4,Low,Silver
CUST1136,22,Female,Ohio,Jeans,Clothing,49.65,L,Pink,Fall,Yes,Free Shipping,Yes,Yes,Credit Card,24,4.3,Mid,Gold
CUST1137,40,Female,Minnesota,Sandals,Footwear,57.78,XS,Pink,Fall,Yes,Free Shipping,No,No,Debit Card,27,5.0,Mid,Gold
CUST1138,27,Male,Michigan,Boots,Footwear,77.52,XXL,Gray,Fall,No,Store Pickup,No,Yes,Debit Card,13,3.4,High,Bronze
CUST1139,61,Female,New York,Belt,Accessories,34.57,XS,Navy,Fall,No,Free Shipping,No,No,Credit Card,11,4.8,Low,Bronze
CUST1140,19,Male,Minnesota,Sunglasses,Accessories,22.03,S,Navy,Summer,No,Free Shipping,No,No,Cash App,2,4.6,Low,Bronze
CUST1141,30,Female,Texas,Coat,Outerwear,70.48,XXL,Green,Summer,Yes,Express,Yes,Yes,Credit Card,12,4.1,Mid,Silver
CUST1142,57,Male,Ohio,Jacket,Outerwear,89.12,XXL,Red,Spring,Yes,Free Shipping,Yes,Yes,Credit Card,31,5.0,High,Gold
CUST1143,19,Female,Wisconsin,Jeans,Clothing,21.22,XS,Green,Fall,Yes,Free Shipping,No,Yes,Venmo,37,3.7,Low,Platinum
CUST1144,37,Male,Maryland,Belt,Accessories,28.12,XS,Beige,Fall,No,Standard,No,No,Credit Card,23,3.8,Low,Silver
CUST1145,18,Male,Michigan,Sweater,Clothing,66.33,XL,Pink,Winter,No,Free Shipping,Yes,No,PayPal,7,3.8,Mid,Bronze
CUST1146,54,Male,Ohio,Dress,Clothing,40.87,XS,Gray,Summer,Yes,Free Shipping,No,Yes,Credit Card,21,2.9,Low,Silver
CUST1147,26,Female,North Carolina,Scarf,Accessories,43.6,XXL,Blue,Summer,No,Free Shipping,Yes,No,Venmo,13,4.3,Low,Bronze
CUST1148,34,Female,Virginia,Leggings,Clothing,47.88,M,Blue,Spring,Yes,Free Shipping,No,No,PayPal,35,4.2,Mid,Platinum
CUST1149,26,Female,Washington,T-shirt,Clothing,40.46,XS,Black,Spring,No,Standard,No,No,Debit Card,26,3.7,Low,Silver
CUST1150,28,Female,Colorado,Shorts,Clothing,29.59,L,Green,Winter,Yes,Free Shipping,Yes,Yes,Cash App,42,5.0,Low,Platinum
CUST1151,32,Male,Maryland,Sneakers,Footwear,44.09,XL,Gray,Summer,No,Store Pickup,Yes,Yes,Credit Card,15,3.5,Low,Silver
CUST1152,41,Male,Maryland,Shorts,Clothing,35.64,L,Navy,Fall,Yes,Free Shipping,No,No,Credit Card,38,2.6,Low,Platinum
CUST1153,55,Male,Maryland,Shorts,Clothing,57.53,L,Beige,Fall,No,Express,No,No,PayPal,11,5.0,Mid,Bronze
CUST1154,52,Male,Virginia,Leggings,Clothing,59.78,M,Brown,Fall,Yes,Next Day Air,No,No,Bank Transfer,35,4.5,Mid,Platinum
CUST1155,47,Male,North Carolina,Scarf,Accessories,27.95,XL,Black,Winter,Yes,Free Shipping,Yes,No,PayPal,34,4.2,Low,Gold
CUST1156,48,Male,Wisconsin,Boots,Footwear,59.05,S,Brown,Summer,Yes,Express,Yes,Yes,PayPal,49,3.6,Mid,Platinum
CUST1157,66,Male,Colorado,Hoodie,Clothing,45.1,XXL,Pink,Summer,No,Express,Yes,Yes,Credit Card,21,4.0,Mid,Silver
CUST1158,22,Male,Florida,Boots,Footwear,66.94,XXL,Beige,Winter,No,Free Shipping,No,No,Venmo,11,2.9,Mid,Bronze
CUST1159,61,Male,Arizona,Hat,Accessories,29.36,XS,Red,Winter,Yes,2-Day Shipping,Yes,Yes,Bank Transfer,27,3.6,Low,Gold
CUST1160,67,Male,Missouri,Jacket,Outerwear,100.41,XXL,Brown,Spring,No,Free Shipping,Yes,Yes,Credit Card,15,3.7,High,Silver
CUST1161,31,Female,Florida,Sweater,Clothing,50.88,M,Beige,Spring,No,Free Shipping,No,No,Venmo,5,4.0,Mid,Bronze
CUST1162,70,Female,Colorado,Hat,Accessories,34.13,XXL,Black,Spring,Yes,Next Day Air,No,No,Credit Card,32,4.4,Low,Gold
CUST1163,28,Female,Virginia,Shorts,Clothing,38.77,M,Pink,Summer,Yes,Free Shipping,No,No,PayPal,33,3.1,Low,Gold
CUST1164,26,Male,Florida,Blouse,Clothing,39.5,S,Beige,Winter,No,Express,No,No,Credit Card,21,4.3,Low,Silver
CUST1165,51,Male,Arizona,Sneakers,Footwear,73.77,M,Red,Fall,Yes,Next Day Air,No,No,Debit Card,41,3.9,Mid,Platinum
CUST1166,29,Female,California,Boots,Footwear,54.31,S,Navy,Summer,Yes,2-Day Shipping,Yes,Yes,PayPal,35,4.3,Mid,Platinum
